Name,Address,Suburb,Postcode,State,Business Category,Region,latitude,longitude
Casey Little Athletics Centre,Edwin Flack Reserve,Berwick,3806,VIC,Little Athletics Club,Southern Metropolitan Region,-38.03,145.34
Berwick Bridge Club,PO Box 388,Berwick,3806,VIC,Recreation Group,Southern Metro,-38.03,145.34
Pakenham Little Athletics Centre,Toomuc Reserve,Pakenham,3810,VIC,Little Athletics Club,Southern Metropolitan Region,-38.08,145.49
Pakenham Bicentennial Heated Pool,Main Street,Pakenham,3810,VIC,Swimming Pool,Southern Metro,-38.08,145.49
Tynong Tennis Club,Park Road,Tynong,3813,VIC,Recreation Group,Tynong,-38.09,145.63
Mount Worth State Park,22km south-east of Warragul,Warragul,3820,VIC,Park/Garden/Reserve,Gippsland,-38.21,145.96
Australian Plant Society Warragul,Campus McMillan,Warragul,3820,VIC,Gardening Club,Gippsland Region,-38.21,145.96
Warragul Little Athletics Centre,Geoff Watt Track,Warragul,3820,VIC,Little Athletics Club,Gippsland Region,-38.21,145.96
Warragul Leisure Centre,21 Burke Street,Warragul,3820,VIC,Swimming Pool,Gippsland Region,-38.21,145.96
Baw Baw National Park,Erica,Erica,3825,VIC,Park/Garden/Reserve,Gippsland,-37.7,146.36
Moondarra State Park,Moondarra,Moondarra,3825,VIC,Park/Garden/Reserve,Moondarra,-37.7,146.36
Walhalla Historic Area,Walhalla,Walhalla,3825,VIC,Park/Garden/Reserve,Walhalla,-37.7,146.36
Moe Little Athletics,Joe Carmody Athletics Centre,Newborough,3825,VIC,Little Athletics Club,Gippsland,-37.7,146.36
Central Gippsland Older Adults Recreation Network Inc,"Shop 8-10, Moore Street",Aberfeldy,3825,VIC,Recreation Group,Gippsland Region,-37.7,146.36
Tarago Reservoir Park,Neerim South,Neerim South,3831,VIC,Park/Garden/Reserve,Gippsland,-37.96,145.99
Morwell National Park,Morwell,Morwell,3840,VIC,Park/Garden/Reserve,Gippsland,-38.28,146.32
Australian Plant Society Latrobe Valley,Horticultural Building,Morwell,3840,VIC,Gardening Club,Gippsland Region,-38.28,146.32
Cape Howe Marine National Park,East Gippsland,East Gippsland,3841,VIC,Park/Garden/Reserve,East Gippsland,0,0
Croajingolong National Park,East Gippsland,East Gippsland,3841,VIC,Park/Garden/Reserve,East Gippsland,0,0
Gippsland Lakes Coastal Park,East Gippsland,East Gippsland,3841,VIC,Park/Garden/Reserve,East Gippsland,0,0
Holey Plains State Park,East Gippsland,East Gippsland,3841,VIC,Park/Garden/Reserve,East Gippsland,0,0
Lind National Park,400km east of Melbourne,East Gippsland,3841,VIC,Park/Garden/Reserve,East Gippsland,0,0
Churchill Tennis Club,Manning Drive,Churchill,3842,VIC,Recreation Group,Gippsland,-38.32,146.42
Tarra Bulga National Park,Traralgon,Traralgon,3844,VIC,Park/Garden/Reserve,Gippsland,-38.41,146.64
Tyers Park,Between Traralgon and Erica,Traralgon,3844,VIC,Park/Garden/Reserve,Gippsland,-38.41,146.64
Traralgon Little Athletics Centre,Harold Preston Park,Traralgon,3844,VIC,Little Athletics Club,Gippsland Region,-38.41,146.64
Traralgon Bridge Club,PO Box 1849,Traralgon,3844,VIC,Recreation Group,Gippsland,-38.41,146.64
Traralgon Swimming Club Inc,Traralgon,Traralgon,3844,VIC,Swimming Club,Gippsland,-38.41,146.64
Ninety Mile Beach Marine National Park,Sale,Sale,3850,VIC,Park/Garden/Reserve,Gippsland,-38.42,147.08
Sale Common State Game Refuge,Sale,Sale,3850,VIC,Park/Garden/Reserve,Gippsland,-38.42,147.08
Little Athletics Centre,PO Box 986,Sale,3850,VIC,Little Athletics Club,Gippsland,-38.42,147.08
Sale Bridge Club,PO Box 682,Sale,3850,VIC,Recreation Group,Gippsland,-38.42,147.08
Sale Swimming Complex,Guthridge Parade,Sale,3850,VIC,Swimming Pool,Gippsland,-38.42,147.08
Lakes National Park,Loch Sport,Loch Sport,3851,VIC,Park/Garden/Reserve,Gippsland,-38.04,147.08
Alpine National Park,Heyfield,Heyfield,3858,VIC,Park/Garden/Reserve,Gippsland,-37.97,146.69
Avon Wilderness Park,from Licola on the Heyfield-Jamieson Road,Licola,3858,VIC,Park/Garden/Reserve,Licola,-37.97,146.69
Licola Wilderness Village,Jamieson Road,Licola,3858,VIC,Recreation Group,Licola,-37.97,146.69
Maffra Swimming Pool,River Street,Maffra,3860,VIC,Swimming Pool,Gippsland,-37.88,146.99
Kattery Bridge Club,65 Pines Road,Mirboo North,3871,VIC,Recreation Group,Gippsland,-38.29,146.05
Mirboo North Swimming Pool,Mirboo North,Mirboo North,3871,VIC,Swimming Pool,Gippsland,-38.29,146.05
Jack Smith Lake State Game Reserve,South Gippsland,Woodside,3874,VIC,Park/Garden/Reserve,Woodside,-38.38,146.79
Mitchell River National Park,near Bairnsdale,Bairnsdale,3875,VIC,Park/Garden/Reserve,Gippsland,-37.83,147.63
Australian Plant Society Bairnsdale,PO Box 1036,Bairnsdale,3875,VIC,Gardening Club,Gippsland Region,-37.83,147.63
Bairnsdale Bridge Club,PO Box 241,Bairnsdale,3875,VIC,Recreation Group,Gippsland,-37.83,147.63
Eastern Gippsland Arts & Recreation Access Group Inc.,84 Goold Street,Bairnsdale,3875,VIC,Recreation Group,Gippsland,-37.83,147.63
Interchange - East Gippsland,PO Box 454,Bairnsdale,3875,VIC,Recreation Group,Gippsland,-37.83,147.63
Bairnsdale Amateur Swimming Club,Bairnsdale,Bairnsdale,3875,VIC,Swimming Club,Gippsland,-37.83,147.63
Bairnsdale Outdoor Pool,Turnbull Street,Bairnsdale,3875,VIC,Swimming Pool,Gippsland,-37.83,147.63
Paynesville Bridge Club,PO Box 171,Paynesville,3880,VIC,Recreation Group,Gippsland,-37.92,147.69
Buchan Caves Reserve,Buchan,Buchan,3885,VIC,Park/Garden/Reserve,Gippsland,-37.71,147.83
Snowy River National Park,Buchan,Buchan,3885,VIC,Park/Garden/Reserve,Gippsland,-37.71,147.83
Beware Reef Marine Sanctuary,Cape Conran,Cape Conran,3888,VIC,Park/Garden/Reserve,Cape Conran,-37.15,148.88
Cape Conran Coastal Park,Cape Conran,Cape Conran,3888,VIC,Park/Garden/Reserve,Cape Conran,-37.15,148.88
Corringle Foreshore Reserve,Orbost,Orbost,3888,VIC,Park/Garden/Reserve,Gippsland,-37.15,148.88
Orbost Little Athletics Centre,Orbost Secondary College Oval,Orbost,3888,VIC,Little Athletics Club,Gippsland Region,-37.15,148.88
Orbost Outdoor Pool,Salisbury Street,Orbost,3888,VIC,Swimming Pool,Gippsland,-37.15,148.88
Errinundra National Park,90 km North-East of Orbost,Errinundra,3889,VIC,Park/Garden/Reserve,Errinundra,-37.93,145.91
Alfred National Park,"Princes Highway, approximately 480km east of Melbourne and 500km south of Sydney",Cann River,3890,VIC,Park/Garden/Reserve,Gippsland,-37.27,149.14
Bemm River Scenic Reserve,30km west of Cann River and 45km east of Orbost,Cann River,3890,VIC,Park/Garden/Reserve,Gippsland,-37.27,149.14
Coopracambra National Park,Cann River,Cann River,3890,VIC,Park/Garden/Reserve,Gippsland,-37.27,149.14
Point Hicks Marine National Park,Cann River,Cann River,3890,VIC,Park/Garden/Reserve,Gippsland,-37.27,149.14
Gabo Island,The island is 13km from Mallacoota,Mallacoota,3892,VIC,Park/Garden/Reserve,Gippsland,-37.55,149.73
Oriental Claims Historic Area,Omeo,Omeo,3898,VIC,Park/Garden/Reserve,Gippsland,-37.02,147.47
Lake Tyers Forest Park,Lakes Entrance,Lakes Entrance,3909,VIC,Park/Garden/Reserve,Gippsland,-37.86,147.92
Nyerimilang Heritage Park,Lakes Entrance,Lakes Entrance,3909,VIC,Park/Garden/Reserve,Gippsland,-37.86,147.92
Lakes Entrance Bridge Club,PO Box 435,Lakes Entrance,3909,VIC,Recreation Group,Gippsland,-37.86,147.92
Westernport Little Athletics,Westernport Secondary College,Hastings,3915,VIC,Little Athletics Club,Southern Metropolitan Region,-38.31,145.19
Pelican Park Recreation Centre,Marine Parade,Hastings,3915,VIC,Recreation Group,Southern Metro,-38.31,145.19
Pelican Park Recreation Centre,Marine Parade,Hastings,3915,VIC,Swimming Pool,Southern Metro,-38.31,145.19
Gurdies Nature Conservation Reserve,Crib Point,Crib Point,3919,VIC,Park/Garden/Reserve,Southern Metro,-38.37,145.2
Western Port,Western Port,Western Port,3919,VIC,Park/Garden/Reserve,Western Port,-38.37,145.2
Crib Point Heated Pool,Governor Road,Crib Point,3919,VIC,Swimming Pool,Southern Metro,-38.37,145.2
French Island National Park,French Island,French Island,3921,VIC,Park/Garden/Reserve,French Island,-38.34,145.34
Christian Youth Camps Inc,41 - 53 Church Street,Cowes,3922,VIC,Recreation Group,Gippsland,-38.45,145.24
Phillip Island Motor Sports Pty Ltd,Back Beach Road,Cowes,3922,VIC,Recreation Group,Gippsland,-38.45,145.24
Churchill Marine National Park,Rhyll,Rhyll,3923,VIC,Park/Garden/Reserve,Rhyll,-38.46,145.31
Phillip Island Bridge Club,PO Box 28,San Remo,3925,VIC,Recreation Group,Gippsland,-38.54,145.34
Coolart Wetlands & Homestead,Somers,Somers,3927,VIC,Park/Garden/Reserve,Southern Metro,-38.38,145.15
Mount Martha Bridge Club,"RMB 7659, Valley View Lane",Main Ridge,3928,VIC,Recreation Group,Main Ridge,-38.4,144.97
Mushroom Reef Marine Sanctuary,Flinders,Flinders,3929,VIC,Park/Garden/Reserve,Southern Metro,-38.47,145.02
Dromana Bridge Club,Unit 1/7 Coonara Avenue,Mount Eliza,3930,VIC,Recreation Group,Southern Metro,-38.19,145.08
Mornington Bridge Group,Unit 1/7 Coonara Avenue,Mount Eliza,3930,VIC,Recreation Group,Southern Metro,-38.19,145.08
Peninsula Bridge Club,PO Box 390,Mount Eliza,3930,VIC,Recreation Group,Southern Metro,-38.19,145.08
Interchange - Westernport,947 Nepean Highway,Mornington,3931,VIC,Recreation Group,Southern Metro,-38.24,145.06
Life Activities Club - Mornington,Mornington,Mornington,3931,VIC,Recreation Group,Southern Metropolitan Region,-38.24,145.06
Mornington Swim Centre,Nepean Highway,Mornington,3931,VIC,Swimming Pool,Southern Metro,-38.24,145.06
Mornington Little Athletics Centre,Mace Oval,Mount Martha,3934,VIC,Little Athletics Club,Southern Metropolitan Region,-38.3,144.99
Mt Martha Swim Centre,62 Forest Drive,Mount Martha,3934,VIC,Swimming Pool,Southern Metro,-38.3,144.99
Arthurs Seat State Park,Dromana,Dromana,3936,VIC,Park/Garden/Reserve,Southern Metro,-38.35,144.95
Cape Schanck Lighthouse Reserve,Cape Schanck,Cape Schanck,3939,VIC,Park/Garden/Reserve,Cape Schanck,-38.4,144.9
Rosebud Foreshore Reserve,Rosebud,Rosebud,3939,VIC,Park/Garden/Reserve,Southern Metro,-38.4,144.9
A.B.C. Swim Centre,1 Balaka Street,Rosebud,3939,VIC,Swimming Pool,Southern Metro,-38.4,144.9
Peninsula Swim & Aquatic Centre,Cnr Borneo & Colchester Roads,Rosebud,3939,VIC,Swimming Pool,Southern Metro,-38.4,144.9
Global Bridge Centre,543 Melbourne Road,Blairgowrie,3942,VIC,Recreation Group,Southern Metro,-38.36,144.77
Collins Settlement Historic Site,Sorrento,Sorrento,3943,VIC,Park/Garden/Reserve,Southern Metro,-38.34,144.74
Sorrento Pier,Sorrento,Sorrento,3943,VIC,Park/Garden/Reserve,Southern Metro,-38.34,144.74
Sorrento Pier and Collins Settlement Historic Site,Sorrento,Sorrento,3943,VIC,Park/Garden/Reserve,Southern Metro,-38.34,144.74
Mornington Peninsula National Park,Portsea,Portsea,3944,VIC,Park/Garden/Reserve,Southern Metro,-38.34,144.71
Port Phillip Heads Marine National Park,Portsea,Portsea,3944,VIC,Park/Garden/Reserve,Southern Metro,-38.34,144.71
Korumburra Swimming Pool,Williams Street,Korumburra,3950,VIC,Swimming Pool,Gippsland,-38.45,145.88
Cape Liptrap Coastal Park,Leongatha,Leongatha,3953,VIC,Park/Garden/Reserve,Gippsland,-38.41,146.07
Mount Eccles National Park,45km South of Hamilton,Mount Eccles,3953,VIC,Park/Garden/Reserve,Mount Eccles,-38.41,146.07
Mount Napier State Park,20km to the north-east of Mount Eccles ,Mount Eccles,3953,VIC,Park/Garden/Reserve,Mount Eccles,-38.41,146.07
Australian Plant Society South Gippsland Inc.,36 Allison Street,Leongatha,3953,VIC,Gardening Club,Gippsland,-38.41,146.07
Leongatha Little Athletics Centre,Leongatha Velodrome,Leongatha,3953,VIC,Little Athletics Club,Gippsland Region,-38.41,146.07
South Gippsland Bridge Club,PO Box 2,Leongatha,3953,VIC,Recreation Group,Gippsland,-38.41,146.07
The South Gippsland Walking and Adventure Club,PO Box 557,Leongatha,3953,VIC,Recreation Group,Gippsland Region,-38.41,146.07
Leongatha Outdoor Pool,Roughhead Street,Leongatha,3953,VIC,Swimming Pool,Gippsland,-38.41,146.07
Bald Hills Wetland Reserve,"five kilometres east of Tarwin Lower, towards Walkerville",Tarwin Lower,3956,VIC,Park/Garden/Reserve,Gippsland,-38.53,146.1
Shallow Inlet Marine and Coastal Park,Waratah Bay,Waratah Bay,3959,VIC,Park/Garden/Reserve,Waratah Bay,-38.69,146.08
Corner Inlet Marine National Park,Yanakie,Yanakie,3960,VIC,Park/Garden/Reserve,Yanakie,-38.67,146.27
Foster Flora Reserves,160km South-East of Melbourne,Foster,3960,VIC,Park/Garden/Reserve,Gippsland,-38.67,146.27
Turtons Creek Scenic Reserve,Foster,Foster,3960,VIC,Park/Garden/Reserve,Gippsland,-38.67,146.27
Wilsons Promontory Marine National Park,Tidal River,Tidal River,3960,VIC,Park/Garden/Reserve,Tidal River,-38.67,146.27
Wilsons Promontory Marine Park ,Tidal River,Tidal River,3960,VIC,Park/Garden/Reserve,Tidal River,-38.67,146.27
Wilsons Promontory National Park,Tidal River,Tidal River,3960,VIC,Park/Garden/Reserve,Tidal River,-38.67,146.27
Hard Work Cafe,Foster Showgrounds,Foster,3960,VIC,Recreation Group,Gippsland Region,-38.67,146.27
Foster Swimming Pool,Reserve Road,Foster,3960,VIC,Swimming Pool,Gippsland,-38.67,146.27
Agnes Falls Scenic Reserve,160 km South East of Melbourne,Toora,3962,VIC,Park/Garden/Reserve,Gippsland,-38.67,146.4
Nooramunga and Corner Inlet Marine & Coastal Parks,Port Welshpool,Port Welshpool,3965,VIC,Park/Garden/Reserve,Port Welshpool,-38.69,146.45
Royal Botanic Gardens Cranbourne,1000 Ballarto Road,Cranbourne,3977,VIC,Park/Garden/Reserve,Southern Metro,-38.21,145.32
Aquatic Education,Cranbourne Indoor Pool,Cranbourne,3977,VIC,Swimming Pool,Southern Metropolitan Region,-38.21,145.32
Cranbourne Indoor Pool,Grant Street,Cranbourne,3977,VIC,Swimming Pool,Southern Metropolitan Region,-38.21,145.32
French Island Marine National Park,Western Port Bay,Western Port Bay,3980,VIC,Park/Garden/Reserve,Western Port Bay,-38.21,145.34
Yaringa Marine National Park,9km south-west of Tooradin,Yaringa,3980,VIC,Park/Garden/Reserve,Yaringa,-38.21,145.34
Koo Wee Rup Swimming Pool,Cochrane Park,Koo Wee Rup,3981,VIC,Swimming Pool,Southern Metro,-38.18,145.57
State Coal Mine,Wonthaggi,Wonthaggi,3995,VIC,Park/Garden/Reserve,Gippsland,-38.53,145.45
Wonthaggi Little Athletics,Bilson Street Primary School,Wonthaggi,3995,VIC,Little Athletics Club,Gippsland Region,-38.53,145.45
Wonthaggi Aquatic & Leisure Centre,41 Wentworth Road,Wonthaggi,3995,VIC,Swimming Pool,Gippsland Region,-38.53,145.45
Bunurong Marine and Coastal Park,Inverloch,Inverloch,3996,VIC,Park/Garden/Reserve,Gippsland,-38.63,145.73
Bunurong Marine National Park,Inverloch,Inverloch,3996,VIC,Park/Garden/Reserve,Gippsland,-38.63,145.73
Railtrails Australia,PO Box 302,East Melbourne,8002,VIC,Recreation Group,North and West Metropolitan Region,-38.11,145.15
Life Activities Club - Inner Melbourne,PO Box 199,East Melbourne,8002,VIC,Recreation Group,North and West Metropolitan Region,-38.11,145.15
The Nomads Outdoors Group Inc,PO Box 56,Melbourne,8009,VIC,Recreation Group,North and West Metropolitan Region,-37.82,144.96
